time_tag,density,speed,temperature,Kp,a_running,station_count,bx_gsm,by_gsm,bz_gsm,lon_gsm,lat_gsm,bt,solar_storm_risk,space_weather_score
2026-06-08 07:41:00,0.88,505.4,108070,3.0,15,8,-1.78,-1.74,-3.36,224.35,-53.49,4.18,0,39.234
2026-06-08 07:42:00,0.75,489.3,65323,3.0,15,8,-1.76,-2.27,-3.01,232.27,-46.36,4.17,0,39.063
2026-06-08 07:43:00,0.81,507.2,106254,3.0,15,8,-2.29,-1.86,-3.03,219.03,-45.72,4.23,0,39.30200000000001
2026-06-08 07:44:00,0.67,490.8,80261,3.0,15,8,-2.12,-1.67,-3.29,218.27,-50.65,4.26,0,39.168
2026-06-08 07:45:00,0.8,496.2,94966,3.0,15,8,-1.79,-2.04,-3.29,228.64,-50.49,4.26,0,39.222
2026-06-08 07:46:00,0.72,497.1,84853,3.0,15,8,-1.84,-2.1,-3.2,228.77,-48.87,4.25,0,39.221000000000004
2026-06-08 07:47:00,0.63,494.0,78976,3.0,15,8,-2.21,-2.25,-2.89,225.55,-42.46,4.28,0,39.22
2026-06-08 07:48:00,0.52,485.9,69225,3.0,15,8,-1.95,-1.51,-3.49,217.79,-54.79,4.27,0,39.129000000000005
2026-06-08 07:49:00,0.62,488.8,79784,3.0,15,8,-2.05,-1.37,-3.55,213.83,-55.24,4.33,0,39.217999999999996
2026-06-08 07:50:00,0.97,500.4,106795,3.0,15,8,-2.13,-1.11,-3.57,207.5,-56.14,4.3,0,39.303999999999995
2026-06-08 07:51:00,0.9500000000000001,491.7,82372,3.0,15,8,-2.13,-1.27,-3.46,210.81,-54.46,4.26,0,39.177
2026-06-08 07:52:00,0.81,490.5,77483,3.0,15,8,-2.04,-1.25,-3.43,211.5,-55.11,4.18,0,39.085
2026-06-08 07:53:00,0.54,479.7,56305,3.0,15,8,-1.95,-1.22,-3.51,212.16,-56.76,4.2,0,38.997
2026-06-08 07:54:00,1.11,497.7,103882,3.0,15,8,-1.52,-1.25,-3.68,219.27,-61.83,4.17,0,39.147000000000006
2026-06-08 07:55:00,1.0,498.3,78145,3.0,15,8,-1.88,-1.05,-3.58,209.08,-58.94,4.18,0,39.163000000000004
2026-06-08 07:56:00,0.98,504.9,92090,3.0,15,8,-1.78,-0.94,-3.74,207.83,-61.79,4.25,0,39.299
2026-06-08 07:57:00,0.34,474.7,41740,3.0,15,8,-1.81,-0.99,-3.73,208.78,-61.0,4.26,0,39.007
2026-06-08 07:58:00,0.98,500.7,96250,3.0,15,8,-1.9,-1.11,-3.62,210.19,-58.73,4.24,0,39.247
2026-06-08 07:59:00,1.07,505.0,99338,3.0,15,8,-2.19,-1.49,-3.37,214.14,-51.82,4.29,0,39.339999999999996
2026-06-08 08:00:00,0.96,496.2,83670,3.0,15,8,-2.12,-1.53,-3.4,215.79,-52.38,4.29,0,39.252
2026-06-08 08:01:00,0.77,485.2,63867,3.0,15,8,-2.52,-1.52,-3.19,211.2,-47.28,4.34,0,39.19200000000001
2026-06-08 08:02:00,0.65,485.6,73303,3.0,15,8,-2.22,-1.74,-3.25,218.15,-49.04,4.31,0,39.166000000000004
2026-06-08 08:03:00,0.71,488.7,78647,3.0,15,8,-1.75,-1.84,-3.43,226.37,-53.49,4.27,0,39.157
2026-06-08 08:04:00,0.8200000000000001,491.3,115147,3.0,15,8,-1.77,-1.64,-3.52,222.85,-55.66,4.27,0,39.18299999999999
2026-06-08 08:05:00,0.78,490.0,105752,3.0,15,8,-1.5,-1.56,-3.66,226.22,-59.44,4.25,0,39.15
2026-06-08 08:06:00,0.75,491.4,56043,3.0,15,8,-1.44,-1.76,-3.6,230.69,-57.68,4.26,0,39.174
2026-06-08 08:07:00,0.87,503.2,114825,3.0,15,8,-1.29,-1.74,-3.63,233.36,-59.19,4.23,0,39.262
2026-06-08 08:08:00,0.84,500.9,136812,3.0,15,8,-1.39,-1.73,-3.59,231.33,-58.3,4.22,0,39.229
2026-06-08 08:09:00,0.75,496.9,85777,3.0,15,8,-1.23,-2.04,-3.45,239.0,-55.38,4.19,0,39.159
2026-06-08 08:10:00,0.7000000000000001,494.4,36772,3.0,15,8,-1.3,-1.89,-3.53,235.53,-57.03,4.21,0,39.154
2026-06-08 08:11:00,0.7000000000000001,494.4,37441,3.0,15,8,-1.45,-1.98,-3.43,233.83,-54.42,4.21,0,39.154
2026-06-08 08:12:00,0.88,493.9,76909,3.0,15,8,-1.67,-1.89,-3.45,228.43,-53.81,4.27,0,39.209
2026-06-08 08:13:00,0.8300000000000001,497.1,110444,3.0,15,8,-1.52,-1.96,-3.43,232.33,-54.1,4.23,0,39.20100000000001
2026-06-08 08:14:00,0.86,490.2,42946,3.0,15,8,-1.46,-1.62,-3.57,227.95,-58.52,4.19,0,39.092
2026-06-08 08:15:00,0.87,491.4,59006,3.0,15,8,-1.93,-1.74,-3.38,221.94,-52.47,4.26,0,39.174
2026-06-08 08:16:00,0.87,494.1,131858,3.0,15,8,-1.93,-1.76,-3.37,222.3,-52.19,4.26,0,39.201
2026-06-08 08:17:00,0.8200000000000001,497.7,116355,3.0,15,8,-1.63,-1.7,-3.49,226.23,-56.02,4.2,0,39.17700000000001
2026-06-08 08:18:00,0.49,488.2,35846,3.0,15,8,-3.03,-1.04,-2.85,198.87,-41.67,4.29,0,39.172
2026-06-08 08:19:00,0.77,484.9,63908,3.0,15,8,-3.19,-0.91,-2.86,195.87,-40.82,4.38,0,39.229000000000006
2026-06-08 08:20:00,0.79,480.3,88154,3.0,15,8,-2.83,-1.08,-3.0,200.8,-44.75,4.27,0,39.07299999999999
2026-06-08 08:21:00,0.81,479.7,92485,3.0,15,8,-2.74,-1.41,-3.0,207.26,-44.31,4.3,0,39.096999999999994
2026-06-08 08:22:00,0.77,484.8,104098,3.0,15,8,-2.47,-1.28,-3.27,207.47,-49.62,4.3,0,39.147999999999996
2026-06-08 08:23:00,0.77,490.5,107639,3.0,15,8,-2.04,-1.2,-3.55,210.4,-56.34,4.26,0,39.165
2026-06-08 08:24:00,0.8,491.6,87496,3.0,15,8,-2.16,-1.33,-3.44,211.76,-53.58,4.27,0,39.18599999999999
2026-06-08 08:25:00,1.11,497.2,107820,3.0,15,8,-2.53,-1.94,-2.88,217.5,-42.08,4.3,0,39.272
2026-06-08 08:26:00,0.72,487.5,97120,3.0,15,8,-2.58,-1.79,-2.95,214.84,-43.23,4.31,0,39.185
2026-06-08 08:27:00,0.68,474.2,66981,3.0,15,8,-2.45,-1.59,-3.13,212.95,-47.01,4.28,0,39.022
2026-06-08 08:28:00,0.7000000000000001,486.1,90883,3.0,15,8,-2.5,-0.95,-3.27,200.79,-50.74,4.22,0,39.081
2026-06-08 08:29:00,1.04,496.1,116327,3.0,15,8,-2.5,-0.95,-3.27,200.79,-50.74,4.22,0,39.181
2026-06-08 08:30:00,0.93,496.5,89013,3.0,15,8,-2.09,-2.99,-2.22,234.98,-31.29,4.27,0,39.235
2026-06-08 08:31:00,0.79,485.2,81561,3.0,15,8,-2.09,-2.99,-2.22,234.98,-31.29,4.27,0,39.122
2026-06-08 08:32:00,0.66,489.6,82691,3.0,15,8,-2.29,-2.69,-2.31,229.61,-33.24,4.22,0,39.116
2026-06-08 08:33:00,0.81,484.2,78999,3.0,15,8,-2.56,-2.42,-2.46,223.43,-34.93,4.3,0,39.141999999999996
2026-06-08 08:34:00,0.68,485.2,81719,3.0,15,8,-2.38,-2.72,-2.36,228.76,-33.15,4.32,0,39.172000000000004
2026-06-08 08:35:00,0.74,486.0,88254,3.0,15,8,-2.84,-2.48,-2.14,221.09,-29.53,4.34,0,39.2
2026-06-08 08:36:00,0.8,491.1,92815,3.0,15,8,-2.07,-3.42,-1.24,238.8,-17.21,4.18,0,39.091
2026-06-08 08:37:00,0.71,497.5,98086,3.0,15,8,-2.14,-2.72,-2.58,231.8,-36.73,4.32,0,39.295
2026-06-08 08:38:00,0.71,491.8,88426,3.0,15,8,-2.18,-1.99,-3.13,222.4,-46.67,4.31,0,39.228
2026-06-08 08:39:00,0.74,485.9,63899,3.0,15,8,-2.2,-1.76,-3.29,218.66,-49.47,4.33,0,39.189
2026-06-08 08:40:00,0.9,491.1,68419,3.0,15,8,-2.18,-1.57,-3.35,215.66,-51.22,4.29,0,39.201
2026-06-08 08:41:00,0.87,489.5,63725,3.0,15,8,-1.86,-1.44,-3.46,217.7,-55.78,4.19,0,39.084999999999994
2026-06-08 08:42:00,0.9,493.4,79955,3.0,15,8,-3.03,-2.63,-1.06,220.95,-14.83,4.15,0,39.083999999999996
2026-06-08 08:43:00,0.93,511.0,93186,3.0,15,8,-3.0,-2.77,-1.13,222.7,-15.53,4.23,0,39.34
2026-06-08 08:44:00,0.93,488.9,103295,3.0,15,8,-3.0,-2.89,-1.34,223.94,-17.86,4.38,0,39.269
2026-06-08 08:46:00,0.56,487.2,92288,3.0,15,8,-1.81,-1.83,-3.25,225.36,-51.59,4.15,0,39.022
2026-06-08 08:47:00,0.38,480.3,69970,3.0,15,8,-1.65,-1.42,-3.62,220.82,-58.99,4.22,0,39.022999999999996
2026-06-08 08:48:00,0.77,504.1,90522,3.0,15,8,-1.71,-1.46,-3.58,220.66,-57.86,4.23,0,39.271
2026-06-08 08:49:00,0.99,507.3,95063,3.0,15,8,-1.99,-1.46,-3.38,216.34,-53.79,4.18,0,39.253
2026-06-08 08:50:00,0.85,502.1,88641,3.0,15,8,-2.07,-2.21,-3.07,226.91,-45.4,4.32,0,39.341
2026-06-08 08:51:00,0.8,494.6,86363,3.0,15,8,-2.24,-1.76,-3.31,218.23,-49.32,4.37,0,39.315999999999995
2026-06-08 08:52:00,0.88,497.4,102460,3.0,15,8,-1.64,-2.04,-3.42,231.13,-52.57,4.31,0,39.284000000000006
2026-06-08 08:53:00,0.86,498.7,100689,3.0,15,8,-1.59,-2.01,-3.51,231.62,-53.86,4.34,0,39.327
2026-06-08 08:54:00,0.72,494.6,74580,3.0,15,8,-0.89,-1.68,-3.72,242.09,-63.0,4.18,0,39.126
2026-06-08 08:55:00,0.7000000000000001,502.1,69235,3.0,15,8,-1.12,-2.1,-3.5,241.88,-55.77,4.23,0,39.251000000000005
2026-06-08 08:56:00,0.87,499.9,60239,3.0,15,8,-0.63,-1.39,-3.87,245.65,-68.55,4.16,0,39.159000000000006
2026-06-08 08:57:00,1.04,507.8,69352,3.0,15,8,-0.38,-1.04,-3.97,250.07,-74.46,4.13,0,39.208000000000006
2026-06-08 08:58:00,0.6900000000000001,503.4,55160,3.0,15,8,-0.75,-1.25,-3.95,238.96,-69.7,4.21,0,39.244
2026-06-08 09:00:00,0.89,504.5,72174,3.0,15,8,0.07,-1.05,-3.88,273.93,-74.76,4.02,0,39.065
2026-06-08 09:01:00,0.92,522.5,76178,3.0,15,8,0.01,-1.37,-3.7,270.54,-69.63,3.94,0,39.165
2026-06-08 09:02:00,1.16,513.2,113387,3.0,15,8,-0.56,-1.43,-3.86,248.61,-68.33,4.16,0,39.292
2026-06-08 09:03:00,0.72,509.6,81253,3.0,15,8,-0.47,-1.88,-3.72,256.13,-62.47,4.2,0,39.29600000000001
2026-06-08 09:04:00,0.37,489.8,46636,3.0,15,8,-0.94,-1.89,-3.73,243.58,-60.52,4.28,0,39.178
2026-06-08 09:05:00,0.64,504.2,86007,3.0,15,8,-1.03,-1.82,-3.75,240.63,-60.84,4.29,0,39.332
2026-06-08 09:06:00,0.65,504.4,80455,3.0,15,8,-1.15,-1.66,-3.78,235.28,-61.85,4.29,0,39.333999999999996
2026-06-08 09:07:00,0.54,499.9,65774,3.0,15,8,-1.08,-1.47,-3.88,233.65,-64.73,4.29,0,39.289
2026-06-08 09:08:00,0.36,489.8,56611,3.0,15,8,-1.13,-1.67,-3.77,235.92,-61.83,4.28,0,39.178
2026-06-08 09:09:00,0.5,491.1,66457,3.0,15,8,-0.96,-1.17,-3.88,230.61,-68.73,4.17,0,39.081
2026-06-08 09:10:00,0.84,503.6,79612,3.0,15,8,-1.13,-1.14,-3.88,225.42,-67.54,4.2,0,39.236000000000004
2026-06-08 09:11:00,0.65,494.5,54619,3.0,15,8,-1.17,-1.4,-3.83,230.13,-64.52,4.25,0,39.195
2026-06-08 09:12:00,0.6000000000000001,495.9,67039,3.0,15,8,-1.11,-1.42,-3.87,231.88,-65.0,4.26,0,39.219
2026-06-08 09:13:00,0.58,483.8,54328,3.0,15,8,-1.02,-1.62,-3.82,237.72,-63.42,4.28,0,39.118
2026-06-08 09:14:00,0.9,516.7,118851,3.0,15,8,-1.19,-1.7,-3.69,234.97,-60.62,4.24,0,39.407000000000004
2026-06-08 09:15:00,0.67,494.4,64207,3.0,15,8,-1.15,-1.78,-3.54,237.14,-59.08,4.13,0,39.074000000000005
2026-06-08 09:17:00,1.05,512.6,97657,3.0,15,8,-0.92,-1.73,-3.6,241.99,-61.48,4.1,0,39.226
2026-06-08 09:18:00,0.76,500.4,61431,3.0,15,8,-0.87,-1.7,-3.73,242.7,-62.9,4.19,0,39.193999999999996
2026-06-08 09:19:00,0.67,498.8,62686,3.0,15,8,-0.67,-1.92,-3.68,250.68,-61.07,4.2,0,39.188
2026-06-08 09:20:00,0.91,507.7,72310,3.0,15,8,-0.7,-1.8,-3.75,248.64,-62.76,4.22,0,39.297
2026-06-08 09:21:00,0.67,497.6,53124,3.0,15,8,-0.71,-2.29,-3.4,252.72,-54.81,4.15,0,39.126
2026-06-08 09:22:00,0.8200000000000001,504.8,68045,3.0,15,8,-0.7,-2.32,-3.38,253.25,-54.43,4.16,0,39.208
2026-06-08 09:23:00,0.87,507.5,71387,3.0,15,8,-0.6,-2.08,-3.57,253.86,-58.7,4.17,0,39.245000000000005
2026-06-08 09:24:00,0.8300000000000001,503.3,62564,3.0,15,8,-0.78,-1.86,-3.64,247.27,-61.02,4.16,0,39.193
2026-06-08 09:25:00,0.84,501.5,59342,3.0,15,8,-1.03,-1.45,-3.81,234.7,-65.03,4.2,0,39.215
2026-06-08 09:26:00,0.6000000000000001,496.6,50198,3.0,15,8,-0.84,-1.89,-3.53,246.0,-59.65,4.09,0,39.056
2026-06-08 09:27:00,0.56,497.2,55281,3.0,15,8,-1.09,-1.58,-3.76,235.42,-62.99,4.22,0,39.192
2026-06-08 09:28:00,0.98,505.9,73198,3.0,15,8,-0.4,-1.71,-3.74,256.82,-64.88,4.13,0,39.189
2026-06-08 09:29:00,0.63,501.2,46015,3.0,15,8,-0.55,-1.37,-3.88,248.07,-69.14,4.16,0,39.172
2026-06-08 09:30:00,0.92,504.5,59610,3.0,15,8,-0.47,-1.41,-3.9,251.6,-69.19,4.18,0,39.225
2026-06-08 09:31:00,0.71,498.2,44417,3.0,15,8,-0.76,-1.29,-3.93,239.36,-69.14,4.21,0,39.192
2026-06-08 09:32:00,0.93,503.2,62686,3.0,15,8,-0.77,-1.25,-3.97,238.58,-69.71,4.24,0,39.272
2026-06-08 09:33:00,0.86,502.2,58602,3.0,15,8,-0.66,-1.18,-3.99,240.68,-71.24,4.21,0,39.232
2026-06-08 09:34:00,0.81,497.0,46192,3.0,15,8,-0.4,-1.07,-4.01,249.34,-74.09,4.17,0,39.14
2026-06-08 09:35:00,0.77,498.3,44060,3.0,15,8,-0.36,-1.21,-3.96,253.58,-72.37,4.16,0,39.143
2026-06-08 09:36:00,0.93,504.6,55393,3.0,15,8,-0.37,-1.35,-3.89,254.86,-70.19,4.13,0,39.176
2026-06-08 09:37:00,0.72,496.3,44927,3.0,15,8,-0.29,-1.36,-3.88,258.09,-70.32,4.12,0,39.083
2026-06-08 09:38:00,1.05,502.8,64919,3.0,15,8,-0.42,-1.39,-3.9,252.99,-69.58,4.16,0,39.188
2026-06-08 09:39:00,1.11,504.1,64866,3.0,15,8,-0.53,-1.55,-3.83,251.04,-66.88,4.17,0,39.211
2026-06-08 09:40:00,0.92,501.2,62365,3.0,15,8,-0.54,-1.63,-3.75,251.6,-65.46,4.12,0,39.132
2026-06-08 09:41:00,0.9500000000000001,502.7,66501,3.0,15,8,-0.54,-1.38,-3.89,248.85,-69.11,4.16,0,39.187
2026-06-08 09:42:00,0.88,500.5,57957,3.0,15,8,-0.51,-1.52,-3.77,251.4,-66.88,4.1,0,39.105000000000004
2026-06-08 09:43:00,0.6900000000000001,497.3,56024,3.0,15,8,-0.37,-1.43,-3.86,255.64,-69.11,4.13,0,39.103
2026-06-08 09:44:00,0.77,497.6,43076,3.0,15,8,-0.38,-1.48,-3.84,255.73,-68.35,4.13,0,39.106
2026-06-08 09:45:00,0.85,503.3,53522,3.0,15,8,-0.18,-0.95,-3.98,259.37,-76.35,4.1,0,39.133
2026-06-08 09:46:00,1.2,507.7,60810,3.0,15,8,-0.25,-0.97,-4.0,255.27,-75.99,4.12,0,39.196999999999996
2026-06-08 09:47:00,0.84,498.0,47531,3.0,15,8,-0.55,-1.38,-3.92,248.27,-69.27,4.19,0,39.17
2026-06-08 09:48:00,0.85,498.2,51743,3.0,15,8,-0.41,-1.29,-3.94,252.33,-71.01,4.17,0,39.152
2026-06-08 09:49:00,0.85,511.0,93186,3.0,15,8,-0.18,-1.31,-3.9,262.19,-71.27,4.11,0,39.22
2026-06-08 09:50:00,0.49,493.9,31014,3.0,15,8,0.24,-1.16,-3.85,281.52,-72.87,4.03,0,38.969
2026-06-08 09:51:00,1.06,504.4,56605,3.0,15,8,-0.61,-1.13,-3.85,241.43,-71.59,4.06,0,39.104
2026-06-08 09:52:00,1.09,491.6,120835,3.0,15,8,-3.5,-1.33,-1.63,200.76,-23.49,4.08,0,38.995999999999995
2026-06-08 09:53:00,1.52,474.9,80599,3.0,15,8,-4.02,-1.09,-0.5,195.11,-6.9,4.19,0,38.939
2026-06-08 09:54:00,0.84,461.7,60703,3.0,15,8,-4.28,-0.99,-0.42,192.98,-5.51,4.41,0,39.027
2026-06-08 09:55:00,0.7000000000000001,465.8,93575,3.0,15,8,-4.37,-1.17,-0.14,194.98,-1.8,4.53,0,39.188
2026-06-08 09:56:00,1.07,473.8,123161,3.0,15,8,-4.32,-0.89,-0.2,191.71,-2.61,4.41,0,39.147999999999996
2026-06-08 09:57:00,1.13,471.6,115045,3.0,15,8,-4.38,-0.81,-0.41,190.52,-5.25,4.48,0,39.196
2026-06-08 09:58:00,1.03,466.7,97098,3.0,15,8,-4.42,-0.67,-0.19,188.6,-2.39,4.48,0,39.147000000000006
2026-06-08 10:00:00,1.13,471.5,96150,3.0,15,8,-4.39,-0.62,0.49,188.07,6.36,4.46,0,39.175000000000004
2026-06-08 10:01:00,1.1400000000000001,471.7,98886,3.0,15,8,-4.37,-0.64,0.33,188.29,4.28,4.43,0,39.147
2026-06-08 10:02:00,1.17,471.9,112304,3.0,15,8,-4.36,-0.6,0.31,187.78,3.97,4.41,0,39.129000000000005
2026-06-08 10:03:00,0.6900000000000001,464.2,89843,3.0,15,8,-4.23,-1.03,-0.1,193.7,-1.34,4.36,0,39.001999999999995
2026-06-08 10:04:00,1.11,472.7,116343,3.0,15,8,-4.18,-1.09,-0.38,194.63,-4.99,4.34,0,39.06700000000001
2026-06-08 10:05:00,1.01,477.0,140437,3.0,15,8,-4.13,-1.1,-0.5,194.9,-6.69,4.3,0,39.06999999999999
2026-06-08 10:06:00,0.92,472.3,111948,3.0,15,8,-4.14,-1.24,-0.64,196.75,-8.43,4.37,0,39.092999999999996
2026-06-08 10:07:00,0.58,466.7,99196,3.0,15,8,-4.07,-1.47,-0.48,199.84,-6.33,4.36,0,39.027
2026-06-08 10:08:00,1.19,476.7,126059,3.0,15,8,-4.21,-1.26,-0.41,196.7,-5.31,4.42,0,39.187
2026-06-08 10:09:00,1.18,479.1,151011,3.0,15,8,-3.28,-1.76,-2.24,208.15,-31.04,4.35,0,39.141
2026-06-08 10:10:00,0.91,481.1,131069,3.0,15,8,-1.71,-1.53,-3.57,221.8,-57.29,4.25,0,39.061
2026-06-08 10:11:00,0.77,487.6,87365,3.0,15,8,-0.66,-1.35,-3.93,243.96,-69.13,4.21,0,39.086
2026-06-08 10:12:00,0.86,495.5,80873,3.0,15,8,-0.95,-1.34,-3.91,234.63,-67.21,4.25,0,39.205
2026-06-08 10:13:00,0.9,497.3,91944,3.0,15,8,-0.85,-1.44,-3.91,239.52,-66.86,4.25,0,39.223
2026-06-08 10:16:00,0.8200000000000001,490.8,81623,3.0,15,8,-2.19,-1.61,-3.34,216.28,-50.85,4.31,0,39.218
2026-06-08 10:17:00,1.03,488.8,113261,3.0,15,8,-1.86,-1.64,-3.46,221.48,-54.36,4.25,0,39.138
2026-06-08 10:18:00,0.46,477.1,81522,3.0,15,8,-1.15,-1.84,-3.68,237.86,-59.46,4.27,0,39.041
2026-06-08 10:19:00,1.06,501.8,108202,3.0,15,8,-0.99,-1.86,-3.69,242.0,-60.33,4.25,0,39.268
2026-06-08 10:20:00,0.77,493.7,72225,3.0,15,8,-1.07,-2.1,-3.52,242.95,-56.18,4.23,0,39.167
2026-06-08 10:21:00,0.96,502.8,99937,3.0,15,8,-1.92,-1.98,-3.33,225.87,-50.35,4.33,0,39.358
2026-06-08 10:22:00,0.97,503.3,101395,3.0,15,8,-0.58,-2.2,-3.52,255.36,-57.1,4.19,0,39.223
2026-06-08 10:23:00,0.66,499.0,123574,3.0,15,8,-1.04,-2.43,-3.29,246.76,-51.19,4.22,0,39.21
2026-06-08 10:24:00,0.36,471.0,59055,3.0,15,8,-2.39,-1.96,-3.08,219.4,-44.89,4.37,0,39.08
2026-06-08 10:25:00,0.73,482.9,94985,3.0,15,8,-2.59,-1.77,-3.06,214.33,-44.3,4.38,0,39.209
2026-06-08 10:26:00,0.75,481.3,96546,3.0,15,8,-2.8,-1.6,-3.01,209.72,-43.07,4.41,0,39.223
2026-06-08 10:27:00,0.63,482.0,98250,3.0,15,8,-2.56,-1.68,-3.14,213.26,-45.71,4.38,0,39.2
2026-06-08 10:28:00,0.53,475.4,90251,3.0,15,8,-2.51,-2.24,-2.88,221.7,-40.49,4.43,0,39.184
2026-06-08 10:30:00,0.86,500.1,146487,3.0,15,8,-2.61,-2.05,-2.77,218.12,-39.79,4.32,0,39.321
2026-06-08 10:31:00,0.8200000000000001,488.5,94817,3.0,15,8,-2.23,-2.18,-2.9,224.29,-42.91,4.25,0,39.135
2026-06-08 10:32:00,0.65,484.4,76540,3.0,15,8,-2.19,-2.18,-2.88,224.85,-42.88,4.23,0,39.074
2026-06-08 10:33:00,0.63,471.8,69942,3.0,15,8,-2.21,-2.2,-2.87,224.98,-42.62,4.24,0,38.958000000000006
2026-06-08 10:34:00,0.9500000000000001,499.5,160497,3.0,15,8,-1.83,-2.25,-2.97,230.83,-45.74,4.15,0,39.144999999999996
2026-06-08 10:35:00,0.59,484.0,82468,3.0,15,8,-1.4,-2.23,-3.19,237.97,-50.42,4.13,0,38.970000000000006
2026-06-08 10:36:00,0.62,490.4,86181,3.0,15,8,-1.73,-1.97,-3.23,228.63,-50.93,4.16,0,39.06399999999999
2026-06-08 10:37:00,0.4,472.5,62294,3.0,15,8,-1.64,-1.96,-3.31,230.07,-52.34,4.18,0,38.905
2026-06-08 10:38:00,0.78,496.7,108171,3.0,15,8,-1.68,-1.82,-3.32,227.28,-53.31,4.14,0,39.107
2026-06-08 10:39:00,0.77,488.3,73187,3.0,15,8,-1.96,-1.86,-3.19,223.39,-49.73,4.18,0,39.063
2026-06-08 10:40:00,0.77,491.7,85974,3.0,15,8,-2.22,-1.92,-3.02,220.87,-45.84,4.21,0,39.127
2026-06-08 10:41:00,0.6000000000000001,477.6,69183,3.0,15,8,-2.06,-2.1,-3.01,225.61,-45.64,4.21,0,38.986
2026-06-08 10:42:00,0.74,492.4,116589,3.0,15,8,-2.86,-2.23,-2.05,217.99,-29.53,4.17,0,39.094
2026-06-08 10:43:00,0.75,495.6,117932,3.0,15,8,-2.16,-1.98,-2.89,222.58,-44.61,4.12,0,39.076
2026-06-08 10:45:00,0.76,481.0,86608,3.0,15,8,-2.85,-1.8,-2.55,212.23,-37.09,4.23,0,39.040000000000006
2026-06-08 10:46:00,0.6900000000000001,474.1,83588,3.0,15,8,-3.18,-1.92,-2.18,211.16,-30.37,4.31,0,39.051
2026-06-08 10:47:00,0.73,475.6,110380,3.0,15,8,-3.33,-1.56,-2.26,205.13,-31.58,4.31,0,39.066
2026-06-08 10:48:00,0.79,475.0,123682,3.0,15,8,-3.38,-1.68,-2.08,206.45,-28.82,4.31,0,39.06
2026-06-08 10:49:00,0.65,477.2,122505,3.0,15,8,-3.59,-1.96,-1.32,208.62,-17.91,4.29,0,39.062
2026-06-08 10:50:00,0.8300000000000001,476.1,118642,3.0,15,8,-3.39,-1.33,-2.28,201.47,-32.05,4.3,0,39.061
2026-06-08 10:51:00,0.99,484.4,137801,3.0,15,8,-2.52,-1.0,-3.23,201.59,-50.04,4.22,0,39.064
2026-06-08 10:52:00,0.75,486.1,93340,3.0,15,8,-2.83,-1.15,-2.89,202.11,-43.33,4.21,0,39.071000000000005
2026-06-08 10:53:00,1.0,490.8,144886,3.0,15,8,-3.23,-1.19,-2.6,200.26,-37.06,4.31,0,39.218
2026-06-08 10:54:00,0.7000000000000001,470.2,82653,3.0,15,8,-3.14,-1.09,-2.71,199.17,-39.14,4.29,0,38.992
2026-06-08 10:55:00,0.66,467.4,74075,3.0,15,8,-2.76,-1.21,-2.9,203.6,-43.83,4.18,0,38.854
2026-06-08 10:56:00,1.03,495.8,171073,3.0,15,8,-2.8,-0.89,-2.96,197.71,-45.24,4.17,0,39.128
2026-06-08 10:57:00,0.98,481.0,99923,3.0,15,8,-3.05,-0.83,-2.75,195.27,-41.0,4.19,0,39.0
2026-06-08 10:58:00,0.8200000000000001,470.4,65186,3.0,15,8,-3.29,-0.88,-2.44,194.98,-35.65,4.19,0,38.894
2026-06-08 11:01:00,0.61,484.7,128814,3.0,15,8,-2.98,-2.0,-1.84,213.88,-27.15,4.03,0,38.877
2026-06-08 11:02:00,0.77,482.0,122516,3.0,15,8,-3.36,-1.58,-2.04,205.12,-28.77,4.23,0,39.05
2026-06-08 11:03:00,1.07,477.0,110818,3.0,15,8,-3.41,-1.56,-2.04,204.63,-28.57,4.27,0,39.03999999999999
2026-06-08 11:05:00,0.78,480.6,111826,3.0,15,8,-3.28,-1.7,-1.82,207.49,-26.2,4.12,0,38.925999999999995
2026-06-08 11:06:00,0.78,480.4,111175,3.0,15,8,-3.03,-0.95,-2.82,197.35,-41.56,4.24,0,39.044000000000004
2026-06-08 11:07:00,0.87,477.5,103842,3.0,15,8,-2.9,-0.73,-3.0,194.15,-45.1,4.24,0,39.015
2026-06-08 11:08:00,0.76,477.9,93342,3.0,15,8,-3.02,-1.52,-2.65,206.63,-38.03,4.29,0,39.068999999999996
2026-06-08 11:09:00,0.72,477.0,107315,3.0,15,8,-3.0,-1.38,-2.67,204.74,-38.9,4.25,0,39.019999999999996
2026-06-08 11:10:00,0.85,476.4,105258,3.0,15,8,-3.19,-1.38,-2.39,203.44,-34.49,4.22,0,38.983999999999995
2026-06-08 11:11:00,0.8200000000000001,474.0,104705,3.0,15,8,-3.3,-1.34,-2.28,202.09,-32.62,4.23,0,38.97
2026-06-08 11:12:00,0.8200000000000001,472.6,111804,3.0,15,8,-3.31,-1.31,-2.29,201.52,-32.74,4.23,0,38.956
2026-06-08 11:13:00,0.74,473.4,105985,3.0,15,8,-3.25,-1.81,-2.12,209.1,-29.67,4.28,0,39.014
2026-06-08 11:15:00,0.76,475.5,107983,3.0,15,8,-3.02,-1.64,-2.46,208.53,-35.65,4.23,0,38.985
2026-06-08 11:16:00,0.74,477.7,107462,3.0,15,8,-2.78,-1.66,-2.72,210.82,-40.0,4.23,0,39.007000000000005
2026-06-08 11:17:00,0.75,478.8,95017,3.0,15,8,-2.51,-1.51,-2.97,211.08,-45.35,4.17,0,38.958
